id,type,title,relevance,image,location_type,coordinates,price,description,capacity,occupancy
urn:ngsi-ld:PoI:544,PoI,Casa Museo del Reloj,4,,Point,"-3.709682,40.409866",0€,"Museo dedicado a la historia y evolución de los relojes, situado en una antigua casa restaurada en el centro de Madrid.",514,218
urn:ngsi-ld:PoI:545,PoI,Azotea del Hotel Urban,4,,Point,"-3.702484,40.419232",0€,"Azotea en el Hotel Urban, famosa por su elegante diseño y vistas impresionantes del centro de Madrid, ideal para una bebida tranquila.",421,245
urn:ngsi-ld:PoI:546,PoI,Mirador de Vallehermoso,4,,Point,"-3.724590,40.432379",0€,"Mirador en el barrio de Moncloa, ofreciendo vistas panorámicas de la ciudad y áreas circundantes.",524,408
urn:ngsi-ld:PoI:547,PoI,Restaurante La Corte,4,,Point,"-3.702990,40.418207",0€,"Restaurante en el barrio de Chamberí, famoso por su cocina española tradicional y ambiente acogedor.",578,456
urn:ngsi-ld:PoI:548,PoI,Avenida del Vallehermoso,4,,Point,"-3.727271,40.449869",0€,"Vía destacada en el distrito de Moncloa, conocida por su actividad comercial y residencial.",1968,161
urn:ngsi-ld:PoI:549,PoI,Restaurante Trattoria Sant Arcangelo,4,,Point,"-3.707564,40.418978",0€,"Restaurante italiano en el barrio de Chueca, conocido por su pasta fresca y pizzas artesanales.",578,389
urn:ngsi-ld:PoI:550,PoI,Fábrica de Quesos La Mancha,4,,Point,"-3.705132,40.421658",0€,"Fábrica dedicada a la producción de quesos artesanales, ubicada en las afueras de Madrid, con visitas y degustaciones.",1924,249
urn:ngsi-ld:PoI:551,PoI,Parque Forestal Adolfo Suárez,5,,Point,"-3.817312,40.450405",0€,Un amplio parque con zonas verdes y senderos.,1707,1506
urn:ngsi-ld:PoI:552,PoI,Sala de Exposiciones Conde Duque,3,,Point,"-3.710171,40.423538",0€,"Centro cultural y sala de exposiciones ubicada en el Centro Cultural Conde Duque, con eventos y exposiciones temporales.",1563,1025
urn:ngsi-ld:PoI:553,PoI,Churrería San Ginés,1,,Point,"-3.711065,40.416615",0€,"Icónica churrería en el centro de Madrid, famosa por sus churros y chocolate, abierta 24 horas.",36,24
urn:ngsi-ld:PoI:554,PoI,Mirador del Parque de la Alhóndiga,4,,Point,"-3.707918,40.428351",0€,"Mirador en el Parque de la Alhóndiga, que ofrece vistas panorámicas del barrio y del paisaje urbano.",524,113
urn:ngsi-ld:PoI:555,PoI,Jardín del Parque de las Avenidas,3,,Point,"-3.695276,40.431019",0€,"Espacio verde en el distrito de Salamanca, con amplias zonas ajardinadas y áreas para el esparcimiento, perfecto para paseos y actividades al aire libre.",1568,604
urn:ngsi-ld:PoI:556,PoI,Iglesia de Santa María del Pilar,4,,Point,"-3.712503,40.418766",0€,"Iglesia ubicada en el barrio de Chamartín, conocida por su arquitectura moderna y su rol en la comunidad local.",444,238
urn:ngsi-ld:PoI:557,PoI,Museo del Romanticismo,3,,Point,"-3.698511,40.424054",3€,"El Museo del Romanticismo ofrece una mirada al siglo XIX en España, con una colección de objetos que ilustran la vida y el arte de la época romántica.",1171,343
urn:ngsi-ld:PoI:558,PoI,Hostal Lido,3,,Point,"-3.703626,40.414196",25-50€,"Hostal económico situado en el barrio de La Latina, con una buena ubicación para explorar la ciudad y acceso a transportes.",578,194
urn:ngsi-ld:PoI:559,PoI,Dulce Amor,4,,Point,"-3.702941,40.420873",0€,"Pastelería y confitería tradicional en el centro de Madrid, conocida por sus productos artesanales y su atención al detalle.",66,43
urn:ngsi-ld:PoI:560,PoI,Avenida de la Gran Vía,4,,Point,"-3.703670,40.420410",0€,"Una de las calles más icónicas de Madrid, conocida por sus edificios históricos y centros comerciales.",1687,1658
urn:ngsi-ld:PoI:561,PoI,Avenida del Manzanares,3,,Point,"-3.714232,40.410455",0€,"Vía significativa que bordea el río Manzanares, ofreciendo acceso a espacios verdes y recreativos.",1968,1115
urn:ngsi-ld:PoI:562,PoI,Real Jardín Botánico,2,Real_Jardin_Botanico_07.jpg,Point,"-3.690597,40.412631",4€,"El Real Jardín Botánico de Madrid, fundado en el siglo XVIII, alberga una gran variedad de plantas de todo el mundo y es un lugar ideal para disfrutar de la naturaleza en el centro de la ciudad.",1300,1028
urn:ngsi-ld:PoI:563,PoI,Tasca la Risa,4,,Point,"-3.707831,40.411228",0€,"Tasca en el barrio de Malasaña, conocida por su ambiente animado y su variada selección de tapas.",578,4
urn:ngsi-ld:PoI:564,PoI,San Antonio de la Florida,4,,Point,"-3.710408,40.425321",0€,"Iglesia y lugar histórico con frescos de Goya, conocido por su importancia artística y cultural.",741,615
urn:ngsi-ld:PoI:565,PoI,Churrería La Plaza,4,,Point,"-3.706782,40.415236",0€,Churrería en el centro de Madrid con una excelente oferta de churros y chocolate en un ambiente acogedor.,36,10
urn:ngsi-ld:PoI:566,PoI,Colegio Internacional de Madrid,2,,Point,"-3.710984,40.426132",0€,"Colegio bilingüe en el barrio de Aravaca, conocido por su currículum internacional y enfoque integral.",578,265
urn:ngsi-ld:PoI:567,PoI,Restaurante La Manuela,4,,Point,"-3.706413,40.418940",0€,"Restaurante en el barrio de Lavapiés, famoso por su ambiente acogedor y comida casera.",578,422
urn:ngsi-ld:PoI:568,PoI,Decorative Arts Museum,3,,Point,"-3.692060,40.413472",0€,"Museo especializado en artes decorativas, ubicado cerca del Museo del Prado, con una rica colección de muebles y objetos decorativos.",1171,132
urn:ngsi-ld:PoI:569,PoI,Bar Los Enemigos,4,,Point,"-3.705644,40.419134",0€,"Bar en el barrio de Malasaña, famoso por sus cócteles creativos y ambiente animado.",578,375
urn:ngsi-ld:PoI:570,PoI,FIWARE Research,2,,Point,"-3.731277,40.452607",0€,"Centro de investigación en FIWARE ubicado en la Escuela Técnica Superior de Ingenieros de Telecomunicaciones (ETSIT) de la UPM, dedicado a la investigación y desarrollo de tecnologías FIWARE.",40,9
urn:ngsi-ld:PoI:571,PoI,Bar La Estación,4,,Point,"-3.707839,40.415404",0€,Bar en el centro de Madrid con una variada oferta de tapas y un ambiente informal.,578,351
urn:ngsi-ld:PoI:572,PoI,Fábrica de Chocolate Valor,3,,Point,"-3.694670,40.421049",0€,"Fábrica de chocolate con visitas guiadas y degustaciones, situada en el centro de Madrid.",1924,313
urn:ngsi-ld:PoI:573,PoI,Dehesa de Moncloa,5,,Point,"-3.715121,40.436694",0€,"Zona verde en el distrito de Moncloa, ideal para paseos y actividades al aire libre, con amplias áreas de césped y senderos.",99999999999999999,29708
urn:ngsi-ld:PoI:574,PoI,Colegio San Sebastián,3,,Point,"-3.711139,40.414477",0€,"Colegio en el barrio de Chamberí, con una oferta educativa diversa y un enfoque en la formación integral del alumnado.",578,480
urn:ngsi-ld:PoI:575,PoI,Museo Nacional de Artes Decorativas,3,,Point,"-3.691838,40.414375",3€,"El Museo Nacional de Artes Decorativas ofrece una rica colección de objetos decorativos, incluyendo muebles, cerámicas, textiles y más, que ilustran la evolución del diseño y la artesanía desde la Edad Media hasta la actualidad.",1171,875
urn:ngsi-ld:PoI:576,PoI,Hotel VP Plaza España Design,3,,Point,"-3.711742,40.424083",0€,"Hotel moderno y lujoso con una ubicación céntrica en la Plaza de España, ofreciendo servicios de alta calidad y vistas impresionantes.",1106,118
urn:ngsi-ld:PoI:577,PoI,Bar La Abadía,4,,Point,"-3.706562,40.417491",0€,Bar en el barrio de Lavapiés con una oferta variada de tapas y cócteles en un ambiente acogedor.,578,14
urn:ngsi-ld:PoI:578,PoI,Discoteca Medias Puri,3,,Point,"-3.704055,40.418875",0€,"Discoteca en el centro de Madrid, conocida por su ambiente festivo y sus eventos variados, que incluyen música en vivo y actuaciones.",732,186
urn:ngsi-ld:PoI:579,PoI,Hospital de Alcalá de Henares,3,,Point,"-3.360682,40.482342",0€,"Hospital en la localidad de Alcalá de Henares, conocido por su atención médica de calidad y servicios especializados.",444,193
urn:ngsi-ld:PoI:580,PoI,Discoteca Kapital,2,,Point,"-3.705634,40.418326",0€,"Famosa discoteca en el centro de Madrid con múltiples pisos y diferentes ambientes musicales, ideal para una noche de fiesta.",732,288
urn:ngsi-ld:PoI:581,PoI,Kiosco de la Plaza de España,4,,Point,"-3.711281,40.423693",0€,"Kiosco ubicado en la Plaza de España, ofreciendo una variedad de productos de conveniencia y snacks.",66,12
urn:ngsi-ld:PoI:582,PoI,Instituto de Ciencia y Tecnología,4,,Point,"-3.706618,40.420077",0€,"Centro educativo y de investigación en ciencia y tecnología, con programas en ingeniería, informática y tecnología aplicada.",1299,736
urn:ngsi-ld:PoI:583,PoI,Joyería Brillante,4,,Point,"-3.693850,40.420177",0€,"Joyería con una selección de piezas brillantes y exclusivas, ubicada en el centro comercial Príncipe Pío.",77,41
urn:ngsi-ld:PoI:584,PoI,Juguetería El Corte Inglés,4,,Point,"-3.694452,40.419125",0€,"Tienda especializada en juguetes ubicada en El Corte Inglés, ofrece una amplia gama de productos para niños y coleccionistas.",562,55
urn:ngsi-ld:PoI:585,PoI,Edificio Telefónica,2,,Point,"-3.703697,40.419048",0€,"Edificio histórico en la Gran Vía, uno de los primeros rascacielos en Madrid, con visitas guiadas a sus instalaciones.",1968,1117
urn:ngsi-ld:PoI:586,PoI,Restaurante Casa Juan,4,,Point,"-3.708661,40.417522",0€,"Restaurante en el barrio de Vallehermoso, conocido por su cocina española tradicional y ambiente familiar.",578,268
urn:ngsi-ld:PoI:587,PoI,Centro de Formación de la Policía Nacional,5,,Point,"-3.710219,40.453137",0€,"Institución educativa especializada en la formación de cuerpos policiales, ubicada en el distrito de Chamartín.",1414,205
urn:ngsi-ld:PoI:588,PoI,Restaurante El Verde,4,,Point,"-3.712758,40.417064",0€,Restaurante en el barrio de Chamartín que ofrece una experiencia culinaria basada en productos frescos y cocina saludable.,578,273
urn:ngsi-ld:PoI:589,PoI,Fábrica de Pasteles Dulces Delicias,4,,Point,"-3.702185,40.419721",0€,"Fábrica de pasteles y dulces artesanales, ofreciendo productos frescos y visitas guiadas, ubicada en el centro de Madrid.",66,19
urn:ngsi-ld:PoI:590,PoI,Mirador del Parque de la Vía,4,,Point,"-3.710828,40.442789",0€,"Mirador en el Parque de la Vía, conocido por sus vistas al paisaje urbano y áreas residenciales.",524,208
urn:ngsi-ld:PoI:591,PoI,Palacio de Fernán Núñez,4,,Point,"-3.698761,40.414794",0€,"El Palacio de Fernán Núñez, un hermoso edificio del siglo XIX, es la sede de la Fundación de los Ferrocarriles Españoles y se utiliza para eventos culturales y exposiciones.",1693,123
urn:ngsi-ld:PoI:592,PoI,Joyería Suárez,4,,Point,"-3.694247,40.419111",0€,"Tienda de joyería de lujo ubicada en el centro de Madrid, conocida por sus exclusivos diseños y piezas de alta gama.",77,66
urn:ngsi-ld:PoI:593,PoI,Hotel Santo Domingo,3,,Point,"-3.711332,40.423215",0€,"Hotel situado en la Gran Vía, con una terraza en la azotea y una ubicación céntrica cerca de teatros y tiendas.",656,492
urn:ngsi-ld:PoI:594,PoI,Catedral de Santa María,4,,Point,"-3.712472,40.421045",0€,"Imponente edificio religioso en el barrio de Chueca, famosa por sus bellos vitrales y su arquitectura histórica.",578,220
urn:ngsi-ld:PoI:595,PoI,Parque de la Cuña Verde de Vicálvaro,4,,Point,"-3.61221,40.392556",0€,"El Parque de la Cuña Verde de Vicálvaro es un gran espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de la naturaleza.",578,511
urn:ngsi-ld:PoI:596,PoI,Farmacia Ferrer,3,,Point,"-3.703781,40.418217",0€,"Farmacia en el barrio de Salamanca, conocida por su variedad de productos y servicios de atención farmacéutica.",70,9
urn:ngsi-ld:PoI:597,PoI,Azotea del Hotel Meliá Madrid,3,,Point,"-3.692705,40.423087",0€,"Azotea en el Hotel Meliá, ofrece vistas panorámicas del centro de Madrid y un ambiente relajado para disfrutar de una comida o bebida.",421,157
urn:ngsi-ld:PoI:598,PoI,Parque El Forestal,5,,Point,"-3.903091,40.359732",0€,Un parque natural para paseos y actividades al aire libre.,1707,1188
urn:ngsi-ld:PoI:599,PoI,Disco Club,4,,Point,"-3.704253,40.420172",0€,"Club nocturno conocido por sus fiestas y eventos musicales en el centro de Madrid, ideal para los amantes de la música y el baile.",1563,617
urn:ngsi-ld:PoI:600,PoI,Calle Gran Vía,2,,Point,"-3.705617,40.420407",0€,"Una de las principales arterias comerciales de Madrid, famosa por sus teatros, cines y tiendas.",656,63
urn:ngsi-ld:PoI:601,PoI,Barrio de Malasaña,2,,Point,"-3.703313,40.425658",0€,"Barrio conocido por su ambiente alternativo y vibrante vida nocturna, con numerosos bares y tiendas independientes.",656,20
urn:ngsi-ld:PoI:602,PoI,Antón Martín,3,,Point,"-3.701870,40.411789",0€,"Barrio vibrante conocido por su vida nocturna, teatros y mercados, además de su riqueza histórica y cultural.",578,128
urn:ngsi-ld:PoI:603,PoI,Instituto de Educación Secundaria (IES) López de Vega,3,,Point,"-3.709123,40.416870",0€,"Instituto en el barrio de El Rastro, conocido por su enfoque en la educación integral y el desarrollo personal.",578,486
urn:ngsi-ld:PoI:604,PoI,Colegio San Juan Bautista,3,,Point,"-3.706534,40.419085",0€,"Colegio en el barrio de Chamberí, conocido por su enfoque educativo y programas de formación integral.",578,393
urn:ngsi-ld:PoI:605,PoI,Urbanizaciones Noroeste y Viñas Viejas,5,,Point,"-3.854540,40.385260",0€,Áreas residenciales con amplias zonas verdes y servicios comunitarios.,99999999999999999,29708
urn:ngsi-ld:PoI:606,PoI,Restaurante La Vaca,4,,Point,"-3.705438,40.417239",0€,"Restaurante conocido por sus carnes a la parrilla y ambiente informal, ubicado en el barrio de Lavapiés.",578,93
urn:ngsi-ld:PoI:607,PoI,Plaza de la Paja,4,,Point,"-3.712377,40.413792",0€,"La Plaza de la Paja es una pintoresca plaza en el barrio de La Latina, conocida por su ambiente tranquilo y sus bares y restaurantes con terrazas.",578,151
urn:ngsi-ld:PoI:608,PoI,Churrería La Higuera,4,,Point,"-3.709114,40.418991",0€,"Churrería en Malasaña, conocida por sus churros caseros y su chocolate denso.",36,9
urn:ngsi-ld:PoI:609,PoI,Biblioteca Municipal Iván de Vargas,4,,Point,"-3.711173,40.408822",0€,Biblioteca pública con una amplia oferta de libros y actividades culturales en el distrito de La Latina.,1662,596
urn:ngsi-ld:PoI:610,PoI,Consulado de Alemania,2,,Point,"-3.695133,40.420472",0€,Consulado que proporciona asistencia a ciudadanos alemanes en Madrid y gestiona temas consulares.,353,108
urn:ngsi-ld:PoI:611,PoI,Pastelería Delicias del Paladar,4,,Point,"-3.711564,40.418546",0€,"Pastelería en el barrio de Chamartín, famosa por su gran variedad de dulces y tartas decorativas.",66,61
urn:ngsi-ld:PoI:612,PoI,Kiosco en la Gran Vía,4,,Point,"-3.705451,40.420527",0€,"Kiosco situado en la emblemática Gran Vía, ideal para adquirir bebidas, snacks y prensa mientras se explora la zona.",66,29
urn:ngsi-ld:PoI:613,PoI,Bar El Rincón,4,,Point,"-3.707890,40.416528",0€,Bar en el barrio de Malasaña con una amplia selección de tapas y cócteles en un entorno relajado.,578,12
urn:ngsi-ld:PoI:614,PoI,Calle de Serrano,2,Calle_Serrano.jpg,Point,"-3.686,40.430",0€,"La Calle de Serrano es una de las calles más exclusivas de Madrid, conocida por sus tiendas de lujo, boutiques y restaurantes de alta gama. Es un lugar ideal para ir de compras y disfrutar de la moda y la gastronomía.",656,188
urn:ngsi-ld:PoI:615,PoI,Biblioteca Municipal Benito Pérez Galdós,3,,Point,"-3.701332,40.423629",0€,"Biblioteca en el barrio de Chamberí, con una amplia colección de libros y actividades para la comunidad.",578,288
urn:ngsi-ld:PoI:616,PoI,Parque de Valdebernardo,4,,Point,"-3.608258,40.397381",0€,"El Parque de Valdebernardo es un espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de actividades al aire libre.",578,224
urn:ngsi-ld:PoI:617,PoI,Fábrica de Calzado El Artesano,4,,Point,"-3.703663,40.420234",0€,"Fábrica de calzado artesanal en Madrid, conocida por sus productos hechos a mano y visitas a la producción.",1924,1243
urn:ngsi-ld:PoI:618,PoI,Mercado de la Cebada,4,,Point,"-3.707115,40.413983",0€,"Mercado tradicional en el barrio de La Latina, conocido por su oferta de productos frescos y gastronomía local.",444,1
urn:ngsi-ld:PoI:619,PoI,Avenida del Cid,5,,Point,"-3.707918,40.411934",0€,"Vía en el barrio de Chamberí, conocida por su función de conexión entre diferentes zonas residenciales.",578,446
urn:ngsi-ld:PoI:620,PoI,Librería Book Center,3,,Point,"-3.705268,40.421209",0€,"Librería en el barrio de Chamberí, ofreciendo una gran selección de libros en inglés y otros idiomas, junto con material de oficina.",578,391
urn:ngsi-ld:PoI:621,PoI,Boulevard de los Condes,4,,Point,"-3.703893,40.421267",0€,"Vía destacada en el distrito de Chamberí, conocida por sus comercios y áreas residenciales.",1968,1067
urn:ngsi-ld:PoI:622,PoI,Lago de la Casa de Campo,4,,Point,"-3.729573,40.407773",0€,"Gran lago artificial en el Parque de la Casa de Campo, ideal para paseos, deportes acuáticos y picnics.",514,278
urn:ngsi-ld:PoI:623,PoI,Avenida de la Prensa,4,,Point,"-3.707927,40.425699",0€,"Importante avenida en el distrito de Chamberí, conocida por su actividad comercial y cultural.",1659,1513
urn:ngsi-ld:PoI:624,PoI,Sierra Norte,4,,Point,"-3.474513,40.866672",0€,"Zona montañosa al norte de Madrid, ideal para actividades al aire libre y explorar la naturaleza.",99999999999999999,29708
urn:ngsi-ld:PoI:625,PoI,Querencia,4,,Point,"-3.709489,40.415782",0€,"Restaurante en el barrio de Argüelles, conocido por su cocina tradicional y ambiente acogedor.",578,456
urn:ngsi-ld:PoI:626,PoI,Bar La Ronda,4,,Point,"-3.705265,40.417425",0€,Bar en Lavapiés con una oferta de tapas caseras y ambiente familiar.,578,274
urn:ngsi-ld:PoI:627,PoI,Catedral de la Almudena,2,catedral_almudena.jpeg,Point,"-3.714915,40.415947",0€,"La Catedral de la Almudena es la iglesia principal de Madrid y una de las más impresionantes arquitectónicamente. Con su combinación de estilos neogótico y neoclásico, es un lugar de culto y un punto de referencia importante en la ciudad.",741,608
urn:ngsi-ld:PoI:628,PoI,Discoteca Pachá,1,,Point,"-3.707978,40.416272",0€,"Famosa discoteca con una rica historia en Madrid, conocida por sus fiestas exclusivas y su ambiente lujoso.",732,542
urn:ngsi-ld:PoI:629,PoI,Instituto de Educación Secundaria (IES) La Palmera,3,,Point,"-3.710805,40.405568",0€,"Instituto en el barrio de Hortaleza, que ofrece educación secundaria y bachillerato con un enfoque en la formación integral.",578,331
urn:ngsi-ld:PoI:630,PoI,Pastelería La Auténtica,4,,Point,"-3.709024,40.416639",0€,"Pastelería tradicional en el barrio de La Latina, conocida por sus productos de repostería clásica.",66,65
urn:ngsi-ld:PoI:631,PoI,Círculo de Bellas Artes,3,,Point,"-3.697171,40.418935",4€,"El Círculo de Bellas Artes es una institución cultural que organiza exposiciones, talleres y eventos culturales. Su azotea ofrece una de las mejores vistas panorámicas de Madrid.",421,240
urn:ngsi-ld:PoI:632,PoI,Consulado de Perú,2,,Point,"-3.708845,40.416373",0€,Consulado que ofrece asistencia y servicios a ciudadanos peruanos en Madrid y gestiona temas consulares.,353,285
urn:ngsi-ld:PoI:633,PoI,Mirador del Cerro de Garabitas,4,,Point,"-3.723683,40.437920",0€,"Mirador en el Cerro de Garabitas, conocido por sus vistas extensas del oeste de Madrid y el paisaje natural.",524,77
urn:ngsi-ld:PoI:634,PoI,Bar La Malvasía,4,,Point,"-3.708781,40.417915",0€,Bar en Lavapiés con una variada oferta de tapas y cócteles en un ambiente animado.,578,518
urn:ngsi-ld:PoI:635,PoI,Mercado de La Vaguada,4,,Point,"-3.723660,40.440592",0€,"Mercado en el barrio de La Vaguada, con una amplia oferta de productos frescos y gourmet.",578,106
urn:ngsi-ld:PoI:636,PoI,Restaurante Lúa,1,,Point,"-3.706521,40.418043",0€,"Restaurante galardonado con una estrella Michelin, ubicado en el barrio de Chamberí, famoso por su cocina innovadora y su presentación de alta calidad.",578,328
urn:ngsi-ld:PoI:637,PoI,Hostal Madrid,3,,Point,"-3.707852,40.419059",20-45€,"Hostal con una ubicación céntrica cerca de la Plaza Mayor y la Puerta del Sol, ideal para estancias cortas y económicas.",1401,127
urn:ngsi-ld:PoI:638,PoI,Churrería La Pepa,4,,Point,"-3.707944,40.417160",0€,"Churrería en el barrio de Chueca, conocida por su oferta de churros y chocolate a la taza en un entorno moderno.",36,15
urn:ngsi-ld:PoI:639,PoI,Instituto de Educación Secundaria (IES) Gregorio Marañón,2,,Point,"-3.711735,40.421002",0€,"Instituto en el barrio de Chamberí, con una amplia oferta educativa y un enfoque en el desarrollo integral del alumnado.",578,38
urn:ngsi-ld:PoI:640,PoI,Restaurante El Mirador del Prado,4,,Point,"-3.710306,40.417398",0€,"Restaurante en el barrio de Salamanca, famoso por sus vistas al parque del Prado y su cocina mediterránea.",464,178
urn:ngsi-ld:PoI:641,PoI,Churrería El Comercio,4,,Point,"-3.705801,40.416090",0€,"Churrería en el barrio de Lavapiés, famosa por su excelente calidad de churros y su chocolate espeso.",36,0
urn:ngsi-ld:PoI:642,PoI,Biblioteca de la Universidad Politécnica,3,,Point,"-3.735223,40.453051",0€,"Biblioteca universitaria con una amplia colección de libros técnicos y científicos, ubicada en la Universidad Politécnica.",1760,1286
urn:ngsi-ld:PoI:643,PoI,Mirador de la Plaza de España,4,,Point,"-3.712048,40.423024",0€,"Mirador en la Plaza de España, con vistas al Palacio de Cibeles y la Gran Vía.",524,77
urn:ngsi-ld:PoI:644,PoI,Colegio San Ignacio de Loyola,3,,Point,"-3.718530,40.419978",0€,"Colegio en el barrio de La Vaguada, con un enfoque académico y programas de formación integral.",578,186
urn:ngsi-ld:PoI:645,PoI,Deluxe Madrid,4,,Point,"-3.701644,40.421485",0€,Restaurante y bar conocido por su ambiente moderno y su oferta gastronómica de alta calidad.,578,186
urn:ngsi-ld:PoI:646,PoI,Kinépolis,2,,Point,"-3.626222,40.489209",0€,"Gran complejo cinematográfico ubicado en Madrid, conocido por sus numerosas salas de cine y estrenos de películas.",1775,1256
urn:ngsi-ld:PoI:647,PoI,Universidad de Ciencias Aplicadas,2,,Point,"-3.727957,40.433723",0€,Universidad con programas orientados a la formación profesional en distintas áreas aplicadas.,1760,81
urn:ngsi-ld:PoI:648,PoI,Hostal Alhambra,3,,Point,"-3.707348,40.416776",25-50€,"Hostal en el barrio de Sol, conocido por su ambiente familiar y su proximidad a las principales atracciones turísticas.",578,428
urn:ngsi-ld:PoI:649,PoI,Barrio de Chamartín,5,,Point,"-3.689766,40.457019",0€,"Barrio elegante y de negocios, conocido por sus oficinas, centros comerciales y zonas residenciales de alto standing.",578,480
urn:ngsi-ld:PoI:650,PoI,Colegio Santa Isabel,3,,Point,"-3.706888,40.420106",0€,"Colegio en el barrio de Chamberí, con una oferta educativa diversa y un enfoque en el desarrollo personal del alumnado.",578,550
urn:ngsi-ld:PoI:651,PoI,Dama de Elche,3,,Point,"-3.692168,40.418092",0€,"Escultura íbera destacada que se encuentra en el Museo Arqueológico Nacional, representativa de la cultura antigua de la península ibérica.",1171,891
urn:ngsi-ld:PoI:652,PoI,Avenida de la Gran Vía de Hortaleza,3,,Point,"-3.674421,40.455328",0€,"Vía en el distrito de Hortaleza, conocida por su actividad comercial y cercanía a zonas residenciales.",1968,292
urn:ngsi-ld:PoI:653,PoI,Restaurante El Nuevo Café,4,,Point,"-3.710049,40.418046",0€,"Restaurante en el barrio de La Latina, conocido por su comida tradicional y su ambiente acogedor.",578,234
urn:ngsi-ld:PoI:654,PoI,Sofá Bar,4,,Point,"-3.703743,40.418992",0€,"Bar y lounge en el barrio de Malasaña, conocido por su ambiente relajado y cómodos sofás.",578,88
urn:ngsi-ld:PoI:655,PoI,Universidad de la Comunicación (Uc),2,,Point,"-3.712486,40.429239",0€,"Centro educativo especializado en comunicación, publicidad y relaciones públicas.",440,46
urn:ngsi-ld:PoI:656,PoI,Restaurante La Ancha,3,,Point,"-3.705839,40.418121",0€,"Restaurante tradicional en el barrio de Chamberí, famoso por sus platos de cocina española y ambiente acogedor.",578,433
urn:ngsi-ld:PoI:657,PoI,Puesto de Flores,4,,Point,"-3.709763,40.414782",0€,"Puesto en el mercado de la Cebada, especializado en la venta de flores frescas y plantas ornamentales.",1035,751
urn:ngsi-ld:PoI:658,PoI,Torre Picasso,3,,Point,"-3.693939,40.449582",0€,"Rascacielos en el distrito de Cuatro Caminos, conocido por su diseño arquitectónico y como sede de diversas oficinas.",1831,607
urn:ngsi-ld:PoI:659,PoI,Universidad de Ciencias de la Salud,2,,Point,"-3.721207,40.418582",0€,Institución educativa centrada en la formación en ciencias de la salud y disciplinas relacionadas.,1715,295
urn:ngsi-ld:PoI:660,PoI,Colegio San Felipe Neri,3,,Point,"-3.708524,40.419200",0€,"Colegio en el barrio de Lavapiés, conocido por su enfoque educativo y programas de formación integral.",578,380
urn:ngsi-ld:PoI:661,PoI,Quesos y Vinos,4,,Point,"-3.707940,40.418767",0€,"Tienda especializada en quesos y vinos selectos, ubicada en el barrio de Chueca.",656,535
urn:ngsi-ld:PoI:662,PoI,Farmacia Fuentes,3,,Point,"-3.702928,40.420195",0€,"Farmacia situada en el barrio de Salamanca, con un surtido de productos farmacéuticos y un servicio de atención profesional.",70,19
urn:ngsi-ld:PoI:663,PoI,Avenida de la Reina Victoria,4,,Point,"-3.726834,40.439295",0€,Vía que conecta varias zonas residenciales y comerciales en el distrito de Moncloa.,1968,110
urn:ngsi-ld:PoI:664,PoI,Hostal Abitart,3,,Point,"-3.701264,40.411869",20-50€,"Hostal económico en el barrio de Lavapiés, conocido por su ambiente multicultural y su proximidad a sitios de interés.",578,64
urn:ngsi-ld:PoI:665,PoI,Restaurante El Muelle,4,,Point,"-3.710070,40.417904",0€,"Restaurante en el barrio de Chueca, conocido por sus platos de mariscos y ambiente relajado.",578,380
urn:ngsi-ld:PoI:666,PoI,Mirador del Parque de la Vaguada,4,,Point,"-3.715312,40.471377",0€,"Mirador en el Parque de la Vaguada, con vistas al paisaje urbano y áreas verdes circundantes.",524,1
urn:ngsi-ld:PoI:667,PoI,Azotea del Hotel Círculo de Bellas Artes,2,,Point,"-3.710935,40.419049",0€,"Azotea con vistas panorámicas de Madrid, ubicada en el Círculo de Bellas Artes, ideal para disfrutar de un cóctel mientras se contempla la ciudad.",421,269
urn:ngsi-ld:PoI:668,PoI,Kiosco del Parque,4,,Point,"-3.690828,40.414759",0€,"Kiosco ubicado en el Parque del Retiro, ofreciendo refrescos, snacks y prensa a los visitantes del parque.",66,22
urn:ngsi-ld:PoI:669,PoI,Tivoli,4,,Point,"-3.699688,40.418916",0€,"Antiguo teatro convertido en centro cultural y de eventos, conocido por sus espectáculos y actividades culturales.",548,278
urn:ngsi-ld:PoI:670,PoI,Calle de Preciados,2,Calle_Preciados.jpg,Point,"-3.70379,40.42019",0€,"La Calle de Preciados es una de las calles comerciales más importantes de Madrid, conocida por sus tiendas, restaurantes y ambiente animado. Es un lugar perfecto para ir de compras y disfrutar de la vida urbana.",656,406
urn:ngsi-ld:PoI:671,PoI,Dulcinea Café,4,,Point,"-3.706865,40.416352",0€,"Cafetería tradicional en el barrio de La Latina, famosa por sus pasteles y ambiente acogedor.",578,202
urn:ngsi-ld:PoI:672,PoI,Gastrobar,4,,Point,"-3.708192,40.418766",0€,"Restaurante informal que ofrece una variedad de tapas innovadoras y platos gourmet, con un ambiente moderno y acogedor.",771,748
urn:ngsi-ld:PoI:673,PoI,Bar El Chato,4,,Point,"-3.705137,40.416604",0€,Bar en Malasaña conocido por su ambiente juvenil y su excelente oferta de tapas.,578,565
